Cell Line,Inhibitor,Stimulus,Timepoint,4EBP1_pS65,4EBP1_pT37_pT46,ACC_pS79,AKT_pS473,AKT_pT308,AMPK_pT172,BAD_pS112,c-Met_pY1235,c-Raf_pS338,CHK1_pS345,CHK2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,GSK3-alpha-beta_pS9,HER2_pY1248,HER3_pY1298,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NDRG1_pT346,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PEA15_pS116,PKC-alpha_pS657,PKC-delta_pS664,PKC-pan-betaII_pS660,PRAS40_pT246,Rb_pS807_S811,Rictor_pT1135,S6_pS235_S236,S6_pS240_S244,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
UACC812,GSK690693,IGF1,0,3.047161771,3.968057048,0.986029304,14.45029217,8.230515333,3.002898831,0.631200502,0.590503147,0.890287117,0.748656566,0.506984364,11.60525877,1.41437672,1.125583521,3.093927449,1.858979639,12.42644785,2.128707048,0.343217287,0.66682289,1.513436075,1.127013944,0.720905419,1.308993296,0.526232866,1.007350356,1.033641208,1.305973302,0.291959045,2.497877308,8.568886266,0.170085214,0.742610432,1.89950697,4.899822739,4.173661258,1.255800117,3.106738043,3.662217064,2.053099998,4.66553102,0.27410239,2.665757526,0.552255291
UACC812,GSK690693,IGF1,0,2.695054126,4.07670039,0.92744366,12.7697964,7.705256011,2.856942973,0.665456843,0.514896781,0.898791547,0.703996562,0.522194703,13.81220747,1.437133507,1.097458497,3.194964017,1.950703681,11.18787118,2.128490217,0.341236805,0.731720849,1.829461723,1.090079583,0.715311258,1.269005405,0.532187023,0.997075142,1.069878525,1.479804528,0.282878917,2.542516121,8.148165976,0.194178731,0.709458409,1.984478919,4.88578954,4.601431981,1.311343635,3.666600272,3.934733703,2.325595961,5.036092946,0.278325965,2.835716172,0.546249275
UACC812,GSK690693,IGF1,0,2.762410235,4.071930895,0.918199732,13.96600868,8.108264905,2.667458089,0.725874864,0.603410209,0.970441445,0.866598868,0.576303225,11.59972431,1.412607147,1.130603318,2.735974388,1.81591171,12.45027199,2.061448164,0.402465288,0.808966755,1.758317039,1.092449446,0.739629781,1.265359509,0.588837229,1.01887984,1.146700541,1.26394344,0.328895684,2.405741734,8.022855577,0.215007328,0.781654819,1.745356641,4.654086047,3.878075837,1.14675877,3.129564625,3.529501522,2.05531449,4.056636537,0.320945633,2.433021898,0.641605692
UACC812,GSK690693,IGF1,0,2.538806329,3.548518587,1.018633188,11.69685185,7.538422158,2.391287633,0.695885856,0.658561061,1.139622084,0.798825571,0.605443511,10.30497502,1.413582378,1.248550239,2.920095889,1.967728797,12.48051054,2.113257778,0.382936502,0.890083223,1.875160535,1.308275936,0.673409471,1.43048133,0.581285581,1.063124721,1.079006604,1.40055358,0.331485566,2.417782544,5.755816052,0.218367233,0.754320617,1.991730959,4.339395268,4.546142745,1.376067101,3.708872684,3.787473335,2.031072658,4.866731166,0.310031274,2.376992925,0.583937497
UACC812,GSK690693,PBS,0,2.64262635,4.529985868,0.627985094,9.617521528,6.893595301,3.519915619,0.659930475,0.595244614,0.853905089,0.741591412,0.564905898,13.32499256,1.485658053,1.176296293,3.246273407,1.871201239,12.10583101,1.884125668,0.329004847,0.609453069,1.543422505,0.925845632,0.931964839,1.118800346,0.506662932,1.148151949,0.947889132,1.40602424,0.26270591,3.03746346,5.116800549,0.207503649,0.689466449,1.595344227,6.833718002,4.381619672,1.187632397,3.322527278,3.99799298,2.195217648,4.532091798,0.278722631,3.170196918,0.56468185
UACC812,GSK690693,PBS,0,2.656839994,4.16458018,0.718149689,10.7841072,7.275109793,4.024649466,0.709628871,0.624928485,0.898163459,0.737326936,0.567657828,13.8598863,1.482403081,1.312489994,3.748665703,2.221009044,10.21715169,2.00447839,0.347272896,0.68293571,1.476605346,1.283529495,0.921186173,1.135486952,0.577014184,1.055806531,0.978403225,1.546640533,0.29724171,2.885566293,7.620796933,0.190787742,0.674226743,1.809452357,6.972727904,4.784250097,1.458818057,5.19335244,5.932331138,2.550170639,5.054919749,0.292411086,3.108701,0.525460706
UACC812,GSK690693,PBS,0,2.687822263,3.914561177,0.58831211,10.86749744,6.697330498,3.862516901,0.781582882,0.637408949,0.895738874,0.800564265,0.595492511,12.51649192,1.580287759,1.310209903,3.156482135,1.901073546,10.84845907,2.126713406,0.363633455,0.680770368,1.130729986,1.075999255,1.060938391,1.26100785,0.549517288,1.14867799,1.026704568,1.777146683,0.295976153,2.582750339,4.710981416,0.217600019,0.71250739,1.631814804,5.468238322,4.258612218,1.385394459,3.924233584,4.223770547,2.272145272,3.579241576,0.306427269,2.836756135,0.570634447
UACC812,GSK690693,PBS,0,2.508962182,3.732801818,0.751885808,11.14354073,7.530086124,4.864095592,0.734697027,0.654125987,0.978427404,0.808207643,0.614748455,13.47043505,1.675802082,1.477017308,3.779973884,2.19516457,10.87570901,2.303789352,0.381060227,0.632770531,1.27430825,1.331247591,0.873495849,1.262317303,0.595175347,1.062302581,0.970482019,1.574885677,0.279545902,2.793187053,3.984818343,0.215818737,0.706103168,1.8945139,5.564452404,4.914725431,1.539683315,4.187772964,4.523431432,2.556261415,4.92913914,0.296336276,2.794027843,0.543760292
UACC812,GSK690693,PBS,0,2.166559835,3.838218352,0.759852332,10.94967895,7.084511072,3.465062155,0.69768678,0.620719498,1.100124277,0.777005711,0.572673215,11.15410642,1.498983543,1.345124999,3.568483189,2.288016591,8.717481412,2.045955643,0.371244542,0.684361476,1.610535258,1.549926012,0.948078669,1.324423502,0.543693061,1.193095427,0.90747055,1.672862389,0.323434605,2.979127315,4.022996705,0.22547384,0.789791674,2.073463564,4.857914991,4.87010726,1.784011512,4.829168409,4.973175594,2.386369807,5.192127953,0.288473715,2.340528125,0.547012366
UACC812,GSK690693,PBS,0,2.272403187,4.005815425,0.892650171,10.45130288,7.280196911,3.262824731,0.728890736,0.620803715,1.102663574,0.774235323,0.619879566,10.28724012,1.422560615,1.311975359,3.566562023,2.211325386,9.543521062,2.009770805,0.385005332,0.679623839,1.506515417,1.525838684,0.855586955,1.291996191,0.597485833,1.119974075,0.925128175,1.409918591,0.318662372,2.952220535,4.372945605,0.218712661,0.740196486,1.97139233,5.279497682,4.692813021,1.784001065,4.028939108,5.033723761,2.13328293,5.356809481,0.315104792,2.526427253,0.5502954
UACC812,GSK690693,PBS,0,2.658724614,3.977422353,0.828856865,14.99080043,8.880705436,4.386838769,0.678168595,0.602821189,1.017407832,0.744881906,0.578812874,13.00718543,1.640427805,1.418600083,3.408358216,2.035015823,12.60456576,2.406903975,0.365879886,0.66964091,1.558624633,1.217366361,0.808979108,1.255352407,0.524595333,1.015225632,0.904746069,1.259085921,0.288102256,2.886997294,4.032571453,0.21159497,0.65148823,1.89177475,5.053843569,5.164596141,1.389489336,3.918923078,4.111926691,2.315022641,5.634990286,0.297397309,2.742929573,0.512443086
UACC812,GSK690693,PBS,0,2.944818555,4.978446291,0.61133418,14.70915291,9.496460698,4.969834029,0.677201951,0.542713644,0.862044302,0.698347195,0.562272353,17.0649129,1.681879337,1.22177898,3.753120957,2.063143338,15.29145629,2.472053595,0.294690923,0.557881737,1.427051792,1.018990806,0.796646916,1.214934131,0.450540864,1.096039249,0.919187628,1.206965274,0.250969816,3.182585311,6.382056714,0.186392448,0.649818029,1.73166741,5.776718282,5.515536614,1.264811684,3.666669947,4.140357946,2.734891586,5.40151051,0.268826504,3.47515235,0.501896397
UACC812,GSK690693,PBS,0,2.781330521,3.859766477,0.854817879,14.18436164,7.940328714,2.175903554,0.674425082,0.574496509,1.019680178,0.758516156,0.494915788,8.433706348,1.329602542,1.167089971,3.187217081,2.020331518,10.93102641,1.986418665,0.359148969,1.012814719,1.991602131,1.315394109,0.821391732,1.474907108,0.519976405,1.015817446,1.013224918,1.82561269,0.317180445,2.492769026,8.860263348,0.177752071,0.788042678,2.160130369,4.521415307,4.443573077,1.603682851,4.698517918,4.31524166,1.830484943,4.851452949,0.264260594,2.252580116,0.51293227
UACC812,GSK690693,PBS,0,2.670065148,3.617886223,0.865250016,11.53045539,7.64560068,2.050500948,0.69633005,0.613643335,0.996036646,0.787618084,0.533532408,8.402334541,1.360079909,1.173892902,3.145743715,1.968913797,9.733394122,2.118858249,0.378710799,1.005294013,2.002446198,1.083470331,0.755134314,1.514147558,0.572425837,1.07622886,1.124069018,1.510460962,0.317540567,2.583908624,6.070086956,0.209208584,0.770980863,2.007023794,4.50859918,4.327625898,1.269494008,3.623392668,3.33223052,1.992860715,4.511288441,0.295675559,2.501524693,0.607853394
UACC812,GSK690693,PBS,0,2.785984528,4.346393946,0.808175019,14.22428698,8.051008529,2.56366167,0.735625082,0.601024828,0.892414852,0.808349407,0.559015074,13.53938849,1.313380983,1.065462692,2.91692249,1.806754356,16.5526391,2.304093161,0.39664185,0.728274251,1.686583576,1.011423408,0.824302092,1.352950748,0.520662516,1.091581508,1.06423829,1.541666893,0.332620228,2.441850251,7.870785715,0.213321245,0.730418685,1.687721546,4.900503368,4.095220153,1.197422503,3.573754187,3.887402375,1.975302047,4.056741531,0.293712332,2.561261951,0.598052524
UACC812,GSK690693,PBS,0,2.642739423,3.813401263,0.920216745,12.83775308,7.275110148,2.456072275,0.679636907,0.631140442,1.053353506,0.769800936,0.585312235,10.71738691,1.427288615,1.178383299,3.029306127,1.947473807,13.10229665,2.281552512,0.357603494,0.740320071,1.588748921,1.145258406,0.694165965,1.396745099,0.545910559,0.971100821,1.083943368,1.43305419,0.317790932,2.473549318,6.893176434,0.20565908,0.720190344,1.832000557,4.687149079,4.404487878,1.237867286,3.611545317,3.524274173,2.090217333,4.789389296,0.297830854,2.516817359,0.568605139
UACC812,GSK690693,PBS,0,3.047161771,3.968057048,0.986029304,14.45029217,8.230515333,3.002898831,0.631200502,0.590503147,0.890287117,0.748656566,0.506984364,11.60525877,1.41437672,1.125583521,3.093927449,1.858979639,12.42644785,2.128707048,0.343217287,0.66682289,1.513436075,1.127013944,0.720905419,1.308993296,0.526232866,1.007350356,1.033641208,1.305973302,0.291959045,2.497877308,8.568886266,0.170085214,0.742610432,1.89950697,4.899822739,4.173661258,1.255800117,3.106738043,3.662217064,2.053099998,4.66553102,0.27410239,2.665757526,0.552255291
UACC812,GSK690693,PBS,0,2.695054126,4.07670039,0.92744366,12.7697964,7.705256011,2.856942973,0.665456843,0.514896781,0.898791547,0.703996562,0.522194703,13.81220747,1.437133507,1.097458497,3.194964017,1.950703681,11.18787118,2.128490217,0.341236805,0.731720849,1.829461723,1.090079583,0.715311258,1.269005405,0.532187023,0.997075142,1.069878525,1.479804528,0.282878917,2.542516121,8.148165976,0.194178731,0.709458409,1.984478919,4.88578954,4.601431981,1.311343635,3.666600272,3.934733703,2.325595961,5.036092946,0.278325965,2.835716172,0.546249275
UACC812,GSK690693,PBS,0,2.762410235,4.071930895,0.918199732,13.96600868,8.108264905,2.667458089,0.725874864,0.603410209,0.970441445,0.866598868,0.576303225,11.59972431,1.412607147,1.130603318,2.735974388,1.81591171,12.45027199,2.061448164,0.402465288,0.808966755,1.758317039,1.092449446,0.739629781,1.265359509,0.588837229,1.01887984,1.146700541,1.26394344,0.328895684,2.405741734,8.022855577,0.215007328,0.781654819,1.745356641,4.654086047,3.878075837,1.14675877,3.129564625,3.529501522,2.05531449,4.056636537,0.320945633,2.433021898,0.641605692
UACC812,GSK690693,PBS,0,2.538806329,3.548518587,1.018633188,11.69685185,7.538422158,2.391287633,0.695885856,0.658561061,1.139622084,0.798825571,0.605443511,10.30497502,1.413582378,1.248550239,2.920095889,1.967728797,12.48051054,2.113257778,0.382936502,0.890083223,1.875160535,1.308275936,0.673409471,1.43048133,0.581285581,1.063124721,1.079006604,1.40055358,0.331485566,2.417782544,5.755816052,0.218367233,0.754320617,1.991730959,4.339395268,4.546142745,1.376067101,3.708872684,3.787473335,2.031072658,4.866731166,0.310031274,2.376992925,0.583937497
UACC812,GSK690693,Serum,0,2.64262635,4.529985868,0.627985094,9.617521528,6.893595301,3.519915619,0.659930475,0.595244614,0.853905089,0.741591412,0.564905898,13.32499256,1.485658053,1.176296293,3.246273407,1.871201239,12.10583101,1.884125668,0.329004847,0.609453069,1.543422505,0.925845632,0.931964839,1.118800346,0.506662932,1.148151949,0.947889132,1.40602424,0.26270591,3.03746346,5.116800549,0.207503649,0.689466449,1.595344227,6.833718002,4.381619672,1.187632397,3.322527278,3.99799298,2.195217648,4.532091798,0.278722631,3.170196918,0.56468185
UACC812,GSK690693,Serum,0,2.656839994,4.16458018,0.718149689,10.7841072,7.275109793,4.024649466,0.709628871,0.624928485,0.898163459,0.737326936,0.567657828,13.8598863,1.482403081,1.312489994,3.748665703,2.221009044,10.21715169,2.00447839,0.347272896,0.68293571,1.476605346,1.283529495,0.921186173,1.135486952,0.577014184,1.055806531,0.978403225,1.546640533,0.29724171,2.885566293,7.620796933,0.190787742,0.674226743,1.809452357,6.972727904,4.784250097,1.458818057,5.19335244,5.932331138,2.550170639,5.054919749,0.292411086,3.108701,0.525460706
UACC812,GSK690693,Serum,0,2.687822263,3.914561177,0.58831211,10.86749744,6.697330498,3.862516901,0.781582882,0.637408949,0.895738874,0.800564265,0.595492511,12.51649192,1.580287759,1.310209903,3.156482135,1.901073546,10.84845907,2.126713406,0.363633455,0.680770368,1.130729986,1.075999255,1.060938391,1.26100785,0.549517288,1.14867799,1.026704568,1.777146683,0.295976153,2.582750339,4.710981416,0.217600019,0.71250739,1.631814804,5.468238322,4.258612218,1.385394459,3.924233584,4.223770547,2.272145272,3.579241576,0.306427269,2.836756135,0.570634447
UACC812,GSK690693,Serum,0,2.508962182,3.732801818,0.751885808,11.14354073,7.530086124,4.864095592,0.734697027,0.654125987,0.978427404,0.808207643,0.614748455,13.47043505,1.675802082,1.477017308,3.779973884,2.19516457,10.87570901,2.303789352,0.381060227,0.632770531,1.27430825,1.331247591,0.873495849,1.262317303,0.595175347,1.062302581,0.970482019,1.574885677,0.279545902,2.793187053,3.984818343,0.215818737,0.706103168,1.8945139,5.564452404,4.914725431,1.539683315,4.187772964,4.523431432,2.556261415,4.92913914,0.296336276,2.794027843,0.543760292
UACC812,GSK690693,Serum,0,2.166559835,3.838218352,0.759852332,10.94967895,7.084511072,3.465062155,0.69768678,0.620719498,1.100124277,0.777005711,0.572673215,11.15410642,1.498983543,1.345124999,3.568483189,2.288016591,8.717481412,2.045955643,0.371244542,0.684361476,1.610535258,1.549926012,0.948078669,1.324423502,0.543693061,1.193095427,0.90747055,1.672862389,0.323434605,2.979127315,4.022996705,0.22547384,0.789791674,2.073463564,4.857914991,4.87010726,1.784011512,4.829168409,4.973175594,2.386369807,5.192127953,0.288473715,2.340528125,0.547012366
UACC812,GSK690693,Serum,0,2.272403187,4.005815425,0.892650171,10.45130288,7.280196911,3.262824731,0.728890736,0.620803715,1.102663574,0.774235323,0.619879566,10.28724012,1.422560615,1.311975359,3.566562023,2.211325386,9.543521062,2.009770805,0.385005332,0.679623839,1.506515417,1.525838684,0.855586955,1.291996191,0.597485833,1.119974075,0.925128175,1.409918591,0.318662372,2.952220535,4.372945605,0.218712661,0.740196486,1.97139233,5.279497682,4.692813021,1.784001065,4.028939108,5.033723761,2.13328293,5.356809481,0.315104792,2.526427253,0.5502954
UACC812,GSK690693,Serum,0,2.658724614,3.977422353,0.828856865,14.99080043,8.880705436,4.386838769,0.678168595,0.602821189,1.017407832,0.744881906,0.578812874,13.00718543,1.640427805,1.418600083,3.408358216,2.035015823,12.60456576,2.406903975,0.365879886,0.66964091,1.558624633,1.217366361,0.808979108,1.255352407,0.524595333,1.015225632,0.904746069,1.259085921,0.288102256,2.886997294,4.032571453,0.21159497,0.65148823,1.89177475,5.053843569,5.164596141,1.389489336,3.918923078,4.111926691,2.315022641,5.634990286,0.297397309,2.742929573,0.512443086
UACC812,GSK690693,Serum,0,2.944818555,4.978446291,0.61133418,14.70915291,9.496460698,4.969834029,0.677201951,0.542713644,0.862044302,0.698347195,0.562272353,17.0649129,1.681879337,1.22177898,3.753120957,2.063143338,15.29145629,2.472053595,0.294690923,0.557881737,1.427051792,1.018990806,0.796646916,1.214934131,0.450540864,1.096039249,0.919187628,1.206965274,0.250969816,3.182585311,6.382056714,0.186392448,0.649818029,1.73166741,5.776718282,5.515536614,1.264811684,3.666669947,4.140357946,2.734891586,5.40151051,0.268826504,3.47515235,0.501896397
UACC812,GSK690693,Serum,0,2.781330521,3.859766477,0.854817879,14.18436164,7.940328714,2.175903554,0.674425082,0.574496509,1.019680178,0.758516156,0.494915788,8.433706348,1.329602542,1.167089971,3.187217081,2.020331518,10.93102641,1.986418665,0.359148969,1.012814719,1.991602131,1.315394109,0.821391732,1.474907108,0.519976405,1.015817446,1.013224918,1.82561269,0.317180445,2.492769026,8.860263348,0.177752071,0.788042678,2.160130369,4.521415307,4.443573077,1.603682851,4.698517918,4.31524166,1.830484943,4.851452949,0.264260594,2.252580116,0.51293227
UACC812,GSK690693,Serum,0,2.670065148,3.617886223,0.865250016,11.53045539,7.64560068,2.050500948,0.69633005,0.613643335,0.996036646,0.787618084,0.533532408,8.402334541,1.360079909,1.173892902,3.145743715,1.968913797,9.733394122,2.118858249,0.378710799,1.005294013,2.002446198,1.083470331,0.755134314,1.514147558,0.572425837,1.07622886,1.124069018,1.510460962,0.317540567,2.583908624,6.070086956,0.209208584,0.770980863,2.007023794,4.50859918,4.327625898,1.269494008,3.623392668,3.33223052,1.992860715,4.511288441,0.295675559,2.501524693,0.607853394
UACC812,GSK690693,Serum,0,2.785984528,4.346393946,0.808175019,14.22428698,8.051008529,2.56366167,0.735625082,0.601024828,0.892414852,0.808349407,0.559015074,13.53938849,1.313380983,1.065462692,2.91692249,1.806754356,16.5526391,2.304093161,0.39664185,0.728274251,1.686583576,1.011423408,0.824302092,1.352950748,0.520662516,1.091581508,1.06423829,1.541666893,0.332620228,2.441850251,7.870785715,0.213321245,0.730418685,1.687721546,4.900503368,4.095220153,1.197422503,3.573754187,3.887402375,1.975302047,4.056741531,0.293712332,2.561261951,0.598052524
UACC812,GSK690693,Serum,0,2.642739423,3.813401263,0.920216745,12.83775308,7.275110148,2.456072275,0.679636907,0.631140442,1.053353506,0.769800936,0.585312235,10.71738691,1.427288615,1.178383299,3.029306127,1.947473807,13.10229665,2.281552512,0.357603494,0.740320071,1.588748921,1.145258406,0.694165965,1.396745099,0.545910559,0.971100821,1.083943368,1.43305419,0.317790932,2.473549318,6.893176434,0.20565908,0.720190344,1.832000557,4.687149079,4.404487878,1.237867286,3.611545317,3.524274173,2.090217333,4.789389296,0.297830854,2.516817359,0.568605139
UACC812,GSK690693,Serum,0,3.047161771,3.968057048,0.986029304,14.45029217,8.230515333,3.002898831,0.631200502,0.590503147,0.890287117,0.748656566,0.506984364,11.60525877,1.41437672,1.125583521,3.093927449,1.858979639,12.42644785,2.128707048,0.343217287,0.66682289,1.513436075,1.127013944,0.720905419,1.308993296,0.526232866,1.007350356,1.033641208,1.305973302,0.291959045,2.497877308,8.568886266,0.170085214,0.742610432,1.89950697,4.899822739,4.173661258,1.255800117,3.106738043,3.662217064,2.053099998,4.66553102,0.27410239,2.665757526,0.552255291
UACC812,GSK690693,Serum,0,2.695054126,4.07670039,0.92744366,12.7697964,7.705256011,2.856942973,0.665456843,0.514896781,0.898791547,0.703996562,0.522194703,13.81220747,1.437133507,1.097458497,3.194964017,1.950703681,11.18787118,2.128490217,0.341236805,0.731720849,1.829461723,1.090079583,0.715311258,1.269005405,0.532187023,0.997075142,1.069878525,1.479804528,0.282878917,2.542516121,8.148165976,0.194178731,0.709458409,1.984478919,4.88578954,4.601431981,1.311343635,3.666600272,3.934733703,2.325595961,5.036092946,0.278325965,2.835716172,0.546249275
UACC812,GSK690693,Serum,0,2.762410235,4.071930895,0.918199732,13.96600868,8.108264905,2.667458089,0.725874864,0.603410209,0.970441445,0.866598868,0.576303225,11.59972431,1.412607147,1.130603318,2.735974388,1.81591171,12.45027199,2.061448164,0.402465288,0.808966755,1.758317039,1.092449446,0.739629781,1.265359509,0.588837229,1.01887984,1.146700541,1.26394344,0.328895684,2.405741734,8.022855577,0.215007328,0.781654819,1.745356641,4.654086047,3.878075837,1.14675877,3.129564625,3.529501522,2.05531449,4.056636537,0.320945633,2.433021898,0.641605692
UACC812,GSK690693,Serum,0,2.538806329,3.548518587,1.018633188,11.69685185,7.538422158,2.391287633,0.695885856,0.658561061,1.139622084,0.798825571,0.605443511,10.30497502,1.413582378,1.248550239,2.920095889,1.967728797,12.48051054,2.113257778,0.382936502,0.890083223,1.875160535,1.308275936,0.673409471,1.43048133,0.581285581,1.063124721,1.079006604,1.40055358,0.331485566,2.417782544,5.755816052,0.218367233,0.754320617,1.991730959,4.339395268,4.546142745,1.376067101,3.708872684,3.787473335,2.031072658,4.866731166,0.310031274,2.376992925,0.583937497
UACC812,GSK690693,NRG1,0,2.64262635,4.529985868,0.627985094,9.617521528,6.893595301,3.519915619,0.659930475,0.595244614,0.853905089,0.741591412,0.564905898,13.32499256,1.485658053,1.176296293,3.246273407,1.871201239,12.10583101,1.884125668,0.329004847,0.609453069,1.543422505,0.925845632,0.931964839,1.118800346,0.506662932,1.148151949,0.947889132,1.40602424,0.26270591,3.03746346,5.116800549,0.207503649,0.689466449,1.595344227,6.833718002,4.381619672,1.187632397,3.322527278,3.99799298,2.195217648,4.532091798,0.278722631,3.170196918,0.56468185
UACC812,GSK690693,NRG1,0,2.656839994,4.16458018,0.718149689,10.7841072,7.275109793,4.024649466,0.709628871,0.624928485,0.898163459,0.737326936,0.567657828,13.8598863,1.482403081,1.312489994,3.748665703,2.221009044,10.21715169,2.00447839,0.347272896,0.68293571,1.476605346,1.283529495,0.921186173,1.135486952,0.577014184,1.055806531,0.978403225,1.546640533,0.29724171,2.885566293,7.620796933,0.190787742,0.674226743,1.809452357,6.972727904,4.784250097,1.458818057,5.19335244,5.932331138,2.550170639,5.054919749,0.292411086,3.108701,0.525460706
UACC812,GSK690693,NRG1,0,2.687822263,3.914561177,0.58831211,10.86749744,6.697330498,3.862516901,0.781582882,0.637408949,0.895738874,0.800564265,0.595492511,12.51649192,1.580287759,1.310209903,3.156482135,1.901073546,10.84845907,2.126713406,0.363633455,0.680770368,1.130729986,1.075999255,1.060938391,1.26100785,0.549517288,1.14867799,1.026704568,1.777146683,0.295976153,2.582750339,4.710981416,0.217600019,0.71250739,1.631814804,5.468238322,4.258612218,1.385394459,3.924233584,4.223770547,2.272145272,3.579241576,0.306427269,2.836756135,0.570634447
UACC812,GSK690693,NRG1,0,2.508962182,3.732801818,0.751885808,11.14354073,7.530086124,4.864095592,0.734697027,0.654125987,0.978427404,0.808207643,0.614748455,13.47043505,1.675802082,1.477017308,3.779973884,2.19516457,10.87570901,2.303789352,0.381060227,0.632770531,1.27430825,1.331247591,0.873495849,1.262317303,0.595175347,1.062302581,0.970482019,1.574885677,0.279545902,2.793187053,3.984818343,0.215818737,0.706103168,1.8945139,5.564452404,4.914725431,1.539683315,4.187772964,4.523431432,2.556261415,4.92913914,0.296336276,2.794027843,0.543760292
UACC812,GSK690693,NRG1,0,2.166559835,3.838218352,0.759852332,10.94967895,7.084511072,3.465062155,0.69768678,0.620719498,1.100124277,0.777005711,0.572673215,11.15410642,1.498983543,1.345124999,3.568483189,2.288016591,8.717481412,2.045955643,0.371244542,0.684361476,1.610535258,1.549926012,0.948078669,1.324423502,0.543693061,1.193095427,0.90747055,1.672862389,0.323434605,2.979127315,4.022996705,0.22547384,0.789791674,2.073463564,4.857914991,4.87010726,1.784011512,4.829168409,4.973175594,2.386369807,5.192127953,0.288473715,2.340528125,0.547012366
UACC812,GSK690693,NRG1,0,2.272403187,4.005815425,0.892650171,10.45130288,7.280196911,3.262824731,0.728890736,0.620803715,1.102663574,0.774235323,0.619879566,10.28724012,1.422560615,1.311975359,3.566562023,2.211325386,9.543521062,2.009770805,0.385005332,0.679623839,1.506515417,1.525838684,0.855586955,1.291996191,0.597485833,1.119974075,0.925128175,1.409918591,0.318662372,2.952220535,4.372945605,0.218712661,0.740196486,1.97139233,5.279497682,4.692813021,1.784001065,4.028939108,5.033723761,2.13328293,5.356809481,0.315104792,2.526427253,0.5502954
UACC812,GSK690693,NRG1,0,2.658724614,3.977422353,0.828856865,14.99080043,8.880705436,4.386838769,0.678168595,0.602821189,1.017407832,0.744881906,0.578812874,13.00718543,1.640427805,1.418600083,3.408358216,2.035015823,12.60456576,2.406903975,0.365879886,0.66964091,1.558624633,1.217366361,0.808979108,1.255352407,0.524595333,1.015225632,0.904746069,1.259085921,0.288102256,2.886997294,4.032571453,0.21159497,0.65148823,1.89177475,5.053843569,5.164596141,1.389489336,3.918923078,4.111926691,2.315022641,5.634990286,0.297397309,2.742929573,0.512443086
UACC812,GSK690693,NRG1,0,2.944818555,4.978446291,0.61133418,14.70915291,9.496460698,4.969834029,0.677201951,0.542713644,0.862044302,0.698347195,0.562272353,17.0649129,1.681879337,1.22177898,3.753120957,2.063143338,15.29145629,2.472053595,0.294690923,0.557881737,1.427051792,1.018990806,0.796646916,1.214934131,0.450540864,1.096039249,0.919187628,1.206965274,0.250969816,3.182585311,6.382056714,0.186392448,0.649818029,1.73166741,5.776718282,5.515536614,1.264811684,3.666669947,4.140357946,2.734891586,5.40151051,0.268826504,3.47515235,0.501896397
UACC812,GSK690693,NRG1,0,2.781330521,3.859766477,0.854817879,14.18436164,7.940328714,2.175903554,0.674425082,0.574496509,1.019680178,0.758516156,0.494915788,8.433706348,1.329602542,1.167089971,3.187217081,2.020331518,10.93102641,1.986418665,0.359148969,1.012814719,1.991602131,1.315394109,0.821391732,1.474907108,0.519976405,1.015817446,1.013224918,1.82561269,0.317180445,2.492769026,8.860263348,0.177752071,0.788042678,2.160130369,4.521415307,4.443573077,1.603682851,4.698517918,4.31524166,1.830484943,4.851452949,0.264260594,2.252580116,0.51293227
UACC812,GSK690693,NRG1,0,2.670065148,3.617886223,0.865250016,11.53045539,7.64560068,2.050500948,0.69633005,0.613643335,0.996036646,0.787618084,0.533532408,8.402334541,1.360079909,1.173892902,3.145743715,1.968913797,9.733394122,2.118858249,0.378710799,1.005294013,2.002446198,1.083470331,0.755134314,1.514147558,0.572425837,1.07622886,1.124069018,1.510460962,0.317540567,2.583908624,6.070086956,0.209208584,0.770980863,2.007023794,4.50859918,4.327625898,1.269494008,3.623392668,3.33223052,1.992860715,4.511288441,0.295675559,2.501524693,0.607853394
UACC812,GSK690693,NRG1,0,2.785984528,4.346393946,0.808175019,14.22428698,8.051008529,2.56366167,0.735625082,0.601024828,0.892414852,0.808349407,0.559015074,13.53938849,1.313380983,1.065462692,2.91692249,1.806754356,16.5526391,2.304093161,0.39664185,0.728274251,1.686583576,1.011423408,0.824302092,1.352950748,0.520662516,1.091581508,1.06423829,1.541666893,0.332620228,2.441850251,7.870785715,0.213321245,0.730418685,1.687721546,4.900503368,4.095220153,1.197422503,3.573754187,3.887402375,1.975302047,4.056741531,0.293712332,2.561261951,0.598052524
UACC812,GSK690693,NRG1,0,2.642739423,3.813401263,0.920216745,12.83775308,7.275110148,2.456072275,0.679636907,0.631140442,1.053353506,0.769800936,0.585312235,10.71738691,1.427288615,1.178383299,3.029306127,1.947473807,13.10229665,2.281552512,0.357603494,0.740320071,1.588748921,1.145258406,0.694165965,1.396745099,0.545910559,0.971100821,1.083943368,1.43305419,0.317790932,2.473549318,6.893176434,0.20565908,0.720190344,1.832000557,4.687149079,4.404487878,1.237867286,3.611545317,3.524274173,2.090217333,4.789389296,0.297830854,2.516817359,0.568605139
