Cell Line,Inhibitor,Stimulus,Timepoint,4EBP1_pS65,4EBP1_pT37_pT46,ACC_pS79,AKT_pS473,AKT_pT308,AMPK_pT172,BAD_pS112,c-JUN_pS73,c-Met_pY1235,c-Raf_pS338,CHK1_pS345,CHK2_pT68,EGFR_pY1068,EGFR_pY1173,EGFR_pY992,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,GSK3-alpha-beta_pS9,HER2_pY1248,HER3_pY1298,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NDRG1_pT346,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PEA15_pS116,PKC-alpha_pS657,PKC-delta_pS664,PKC-pan-betaII_pS660,PRAS40_pT246,Rb_pS807_S811,Rictor_pT1135,S6_pS235_S236,S6_pS240_S244,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
BT20,GSK690693,NRG1,0,2.439858108,3.582979035,0.552868033,5.331323942,4.163062551,2.096059864,0.943275353,0.206746186,0.755091267,1.142969803,0.999041451,0.915282623,0.452373741,1.39273515,0.220109402,0.89487585,2.237532836,2.011438475,0.799519933,0.443784182,0.327850448,0.496379967,1.42202278,0.890256922,0.241260848,0.851078761,0.58343853,0.877702876,0.827458509,0.35423198,0.324009123,2.48199153,4.189817794,0.354315257,0.909827481,2.244183351,6.197040686,2.952492586,1.331202757,0.258238203,0.266733493,1.297546985,1.900153472,0.484252282,3.546563719,0.692680574
BT20,GSK690693,NRG1,0,2.44797551,3.525386194,0.508901222,5.700082889,3.808305181,1.726385477,0.933410298,0.195692324,0.690085658,1.133045594,1.029367467,0.916895443,0.485386501,1.417432534,0.213896096,0.828932128,2.480949964,2.065409452,0.936133908,0.403068795,0.317856089,0.542373662,1.685176421,0.83124491,0.250409257,0.780339163,0.586144361,0.814852281,0.860249285,0.328262489,0.330745647,2.408950159,7.204437673,0.30513313,0.846295015,2.261544128,6.547170652,2.923909047,1.18846532,0.209583205,0.220705089,1.208664432,1.871616593,0.448795064,4.108901424,0.708963783
BT20,GSK690693,NRG1,0,2.447462559,3.131843254,0.65542643,5.3350529,4.250415914,1.757579459,0.907535828,0.207989556,0.734745378,1.19655712,1.076753604,0.945546584,0.443307979,1.351579067,0.221116204,0.915144357,2.450795866,2.013003635,0.90501518,0.409276059,0.343502823,0.467507876,1.201277126,1.006013657,0.28590114,0.84736681,0.652732662,0.816159927,0.872132487,0.313149538,0.375294542,2.309129383,4.546798093,0.398841401,0.949569323,2.303834003,6.167959704,3.037675665,1.227475244,0.201800532,0.209197273,1.102382554,1.986992273,0.496165466,3.447878361,0.71590892
BT20,GSK690693,NRG1,0,2.138101055,3.148287396,0.700470981,5.920425196,4.680285554,1.729530973,0.839248621,0.195593102,0.704344092,1.290507832,1.195615481,0.892875339,0.456318756,1.379763519,0.212883248,0.868798786,2.575103336,2.246784689,0.914002111,0.443551902,0.328032043,0.691554542,1.868946168,1.012445646,0.301035209,0.786165599,0.622128426,0.73001923,0.896442371,0.284856339,0.334908265,2.331358836,6.263274972,0.38464519,1.016456802,2.516560708,5.654905843,3.523172917,1.314800898,0.176028982,0.177648146,1.136790142,2.11974318,0.474616723,3.379925232,0.761553924
BT20,GSK690693,NRG1,0,2.507814551,3.505332919,0.637445858,4.741391466,3.683013467,2.154689665,1.013005551,0.213441816,0.719241599,1.072398802,1.123103254,1.029988524,0.407829844,1.254455833,0.228083758,0.816197985,2.190730453,1.821621812,0.821936769,0.419236158,0.34527152,0.426422436,1.160147296,1.024577141,0.262135087,0.982819992,0.707217204,0.870443269,0.899323093,0.403015218,0.373389422,2.1938207,5.222073091,0.364016464,0.997691857,2.136919996,6.024165717,2.836551142,1.265317283,0.338833773,0.360705305,1.239469549,1.914208113,0.46807864,3.352456585,0.718652194
BT20,GSK690693,NRG1,0,2.492618877,3.493909161,0.620738001,4.46387854,3.385617423,1.931710682,0.923064045,0.220632001,0.696506403,1.011789695,1.071910597,1.003429597,0.490098122,1.303207659,0.258924252,0.8561182,2.163843899,1.81050873,0.911035269,0.410230987,0.345884906,0.452687596,1.090795925,0.932525285,0.293865782,0.87886367,0.664896274,0.856428347,0.910067855,0.347868306,0.375844187,2.218418048,4.284688315,0.369275977,0.969713006,2.079632077,5.956800873,2.845943645,1.265822024,0.256712186,0.245663935,1.310322227,1.977665395,0.462523271,3.606853682,0.80033408
BT20,GSK690693,NRG1,0,2.48315752,3.623351038,0.679386643,5.379595015,4.08293641,2.17493939,0.938916417,0.225881499,0.704178136,1.104821744,1.074880406,0.970179711,0.430889997,1.291523046,0.232026153,0.862314805,2.195826555,1.942765416,0.835132706,0.435102316,0.339148184,0.486466587,1.186113362,0.982756551,0.335391431,0.875740798,0.637953421,0.820801869,0.872587147,0.34592903,0.337364235,2.146329828,5.974265364,0.355979846,0.981911018,2.151507005,6.234511811,3.162791947,1.20722589,0.262427267,0.253361397,1.273513231,1.970309776,0.469095741,3.51237577,0.814958323
BT20,GSK690693,NRG1,0,3.413096763,4.614248187,0.714515197,7.127398975,5.52759555,2.850599416,0.867927963,0.209947585,0.632927695,1.006676214,1.040720977,0.976685824,0.392062266,1.2917462,0.191433375,0.864008672,3.027380501,2.308198866,0.938247158,0.408321419,0.324926786,0.42853547,1.305273379,0.984989537,0.272009854,0.896874934,0.573427499,0.783350162,0.898240382,0.274249451,0.337352245,2.499795323,7.669815157,0.332797174,0.897220276,2.893981792,9.1426676,4.124106003,1.287757005,0.215165426,0.21083861,1.372958472,2.67364166,0.406581742,5.162122907,0.86867452
BT20,GSK690693,Insulin,0,2.317789676,3.072498835,0.465609918,4.970322992,3.608929425,1.98094117,0.98959211,0.230526292,0.716268992,1.004891261,1.115542096,1.043169694,0.474632215,1.479154956,0.220994589,1.025482836,2.035830949,1.693837044,0.960818566,0.461696233,0.378973269,0.375498302,0.765912856,1.093697134,0.238843606,1.256198641,0.585878389,0.9251751,0.826623979,0.439237198,0.35487707,2.238593537,3.107524443,0.341848485,0.893150706,2.39024945,6.688623132,2.786948054,1.414303293,0.481940256,0.477566313,1.078328482,2.327548148,0.512894975,3.46789235,0.696939491
BT20,GSK690693,Insulin,0,2.117967311,3.168004721,0.484933905,4.503109157,3.326325532,2.107114101,0.972134908,0.228557041,0.74480248,0.971693005,1.083388013,1.079834029,0.496945492,1.463579738,0.219176669,1.048480888,2.019354688,1.682954067,0.989623175,0.47452983,0.388077413,0.35828733,0.641580637,1.046522296,0.279311345,1.162962288,0.59952805,0.899243526,0.841027839,0.412286776,0.374086722,2.262053112,2.842711604,0.366326959,0.992142942,2.230430313,6.200656245,2.609560503,1.346160004,0.37279606,0.363845025,1.159245307,2.219708767,0.554410878,3.645963799,0.784024135
BT20,GSK690693,Insulin,0,2.293054107,3.081115241,0.383895592,4.973629834,3.724379388,1.862830394,0.94239306,0.255923933,0.699538517,1.018852172,1.168675561,1.086968101,0.505609813,1.553678524,0.227667108,0.929442975,1.996945629,1.751724734,1.04242716,0.435843899,0.375971676,0.448002315,0.78112607,1.197679356,0.300062136,1.125811812,0.589692243,0.821224087,0.802373982,0.47291734,0.347319311,2.252555567,3.442377332,0.369029317,0.968598913,2.43163216,6.47690858,2.992089004,1.474626276,0.427733008,0.463064648,1.076928024,2.351669448,0.53070912,3.467451994,0.841582551
BT20,GSK690693,Insulin,0,2.206808454,3.066983413,0.419520467,5.033473766,3.620412153,1.745034341,0.904069642,0.250401354,0.71619465,1.003564011,1.09457933,1.119944947,0.490636348,1.409960195,0.222699109,1.053072298,2.175519707,1.743017958,1.021104189,0.445998019,0.385662844,0.382860102,0.71629555,1.191142321,0.32081345,1.033430841,0.591619615,0.843882922,0.812209543,0.43653099,0.37787401,2.17925407,2.935311565,0.375624062,1.08227622,2.324580609,6.103527352,3.028111435,1.408912607,0.393210656,0.394610726,1.134639103,2.562559071,0.558704023,3.663481513,0.841376479
BT20,GSK690693,Insulin,0,2.291478031,3.813401263,0.449053966,4.035876208,3.190991378,1.852652181,0.933192099,0.245786045,0.754549326,1.029797149,1.087080391,1.01202824,0.463690977,1.387836711,0.223874644,0.909071653,1.87970327,1.607434783,0.884618486,0.485214559,0.352370007,0.402684713,1.239291512,0.794248696,0.358729874,0.854227837,0.724641211,0.922225403,0.880207077,0.339327802,0.377714646,2.221087207,4.566388055,0.3437047,0.899684213,1.898675362,5.765606584,2.382547452,1.013594271,0.243675829,0.216605911,1.251857645,1.711141567,0.505321623,4.262590763,0.94073908
BT20,GSK690693,Insulin,0,2.385738922,3.813401263,0.465129038,4.620632344,3.581821669,1.831090934,0.90415054,0.244030847,0.763868313,1.057852482,1.144793933,0.872902938,0.469950425,1.341165589,0.238633572,0.887956378,1.904283893,1.669890462,0.858875983,0.435173041,0.342239653,0.454292109,1.235109746,0.757676728,0.380656309,0.806083771,0.649994151,0.916870293,0.876032394,0.287411641,0.366977319,2.260253459,5.781409471,0.353370837,0.939542796,1.868997915,6.02653079,2.493239172,0.966294066,0.202902506,0.175166065,1.326899091,1.710157796,0.497184368,4.879396916,1.008875051
BT20,GSK690693,Insulin,0,2.22961999,3.790381278,0.635297523,4.707007971,3.698408248,2.036557204,0.980968657,0.216474011,0.732526184,1.191579735,1.151644247,1.035370624,0.395621208,1.324303201,0.209012554,0.86331277,2.361584885,1.95817547,0.874823902,0.459876325,0.357809187,0.506163221,1.194106362,1.107133443,0.230521627,0.915113151,0.620147576,0.82024637,0.820423065,0.397646866,0.358904972,2.309591077,4.888653002,0.384371503,0.918414605,2.239860727,6.381949032,2.75074606,1.361956823,0.359485673,0.387040175,1.476172863,2.096734757,0.537498204,3.849781543,0.702858198
BT20,GSK690693,Insulin,0,2.401221021,3.511593651,0.631143911,5.591415916,4.15821257,2.166718878,0.841044563,0.181462992,0.65054431,1.203813073,1.114826315,0.912087088,0.37454482,1.27810373,0.198766139,0.852281144,2.648853944,2.202561863,1.019295846,0.380254448,0.316082103,0.500845987,1.46687747,1.053429191,0.268288019,0.860122867,0.610985153,0.756813327,0.803833813,0.31565072,0.310295849,2.548993569,6.862306356,0.346768666,0.940269396,2.691803846,6.21955847,3.337183056,1.25915792,0.225162044,0.220323287,1.451203954,2.298280171,0.453274344,4.284320064,0.704665926
BT20,GSK690693,Insulin,0,2.439858108,3.582979035,0.552868033,5.331323942,4.163062551,2.096059864,0.943275353,0.206746186,0.755091267,1.142969803,0.999041451,0.915282623,0.452373741,1.39273515,0.220109402,0.89487585,2.237532836,2.011438475,0.799519933,0.443784182,0.327850448,0.496379967,1.42202278,0.890256922,0.241260848,0.851078761,0.58343853,0.877702876,0.827458509,0.35423198,0.324009123,2.48199153,4.189817794,0.354315257,0.909827481,2.244183351,6.197040686,2.952492586,1.331202757,0.258238203,0.266733493,1.297546985,1.900153472,0.484252282,3.546563719,0.692680574
BT20,GSK690693,Insulin,0,2.44797551,3.525386194,0.508901222,5.700082889,3.808305181,1.726385477,0.933410298,0.195692324,0.690085658,1.133045594,1.029367467,0.916895443,0.485386501,1.417432534,0.213896096,0.828932128,2.480949964,2.065409452,0.936133908,0.403068795,0.317856089,0.542373662,1.685176421,0.83124491,0.250409257,0.780339163,0.586144361,0.814852281,0.860249285,0.328262489,0.330745647,2.408950159,7.204437673,0.30513313,0.846295015,2.261544128,6.547170652,2.923909047,1.18846532,0.209583205,0.220705089,1.208664432,1.871616593,0.448795064,4.108901424,0.708963783
BT20,GSK690693,Insulin,0,2.447462559,3.131843254,0.65542643,5.3350529,4.250415914,1.757579459,0.907535828,0.207989556,0.734745378,1.19655712,1.076753604,0.945546584,0.443307979,1.351579067,0.221116204,0.915144357,2.450795866,2.013003635,0.90501518,0.409276059,0.343502823,0.467507876,1.201277126,1.006013657,0.28590114,0.84736681,0.652732662,0.816159927,0.872132487,0.313149538,0.375294542,2.309129383,4.546798093,0.398841401,0.949569323,2.303834003,6.167959704,3.037675665,1.227475244,0.201800532,0.209197273,1.102382554,1.986992273,0.496165466,3.447878361,0.71590892
BT20,GSK690693,Insulin,0,2.138101055,3.148287396,0.700470981,5.920425196,4.680285554,1.729530973,0.839248621,0.195593102,0.704344092,1.290507832,1.195615481,0.892875339,0.456318756,1.379763519,0.212883248,0.868798786,2.575103336,2.246784689,0.914002111,0.443551902,0.328032043,0.691554542,1.868946168,1.012445646,0.301035209,0.786165599,0.622128426,0.73001923,0.896442371,0.284856339,0.334908265,2.331358836,6.263274972,0.38464519,1.016456802,2.516560708,5.654905843,3.523172917,1.314800898,0.176028982,0.177648146,1.136790142,2.11974318,0.474616723,3.379925232,0.761553924
BT20,GSK690693,Insulin,0,2.507814551,3.505332919,0.637445858,4.741391466,3.683013467,2.154689665,1.013005551,0.213441816,0.719241599,1.072398802,1.123103254,1.029988524,0.407829844,1.254455833,0.228083758,0.816197985,2.190730453,1.821621812,0.821936769,0.419236158,0.34527152,0.426422436,1.160147296,1.024577141,0.262135087,0.982819992,0.707217204,0.870443269,0.899323093,0.403015218,0.373389422,2.1938207,5.222073091,0.364016464,0.997691857,2.136919996,6.024165717,2.836551142,1.265317283,0.338833773,0.360705305,1.239469549,1.914208113,0.46807864,3.352456585,0.718652194
BT20,GSK690693,Insulin,0,2.492618877,3.493909161,0.620738001,4.46387854,3.385617423,1.931710682,0.923064045,0.220632001,0.696506403,1.011789695,1.071910597,1.003429597,0.490098122,1.303207659,0.258924252,0.8561182,2.163843899,1.81050873,0.911035269,0.410230987,0.345884906,0.452687596,1.090795925,0.932525285,0.293865782,0.87886367,0.664896274,0.856428347,0.910067855,0.347868306,0.375844187,2.218418048,4.284688315,0.369275977,0.969713006,2.079632077,5.956800873,2.845943645,1.265822024,0.256712186,0.245663935,1.310322227,1.977665395,0.462523271,3.606853682,0.80033408
BT20,GSK690693,Insulin,0,2.48315752,3.623351038,0.679386643,5.379595015,4.08293641,2.17493939,0.938916417,0.225881499,0.704178136,1.104821744,1.074880406,0.970179711,0.430889997,1.291523046,0.232026153,0.862314805,2.195826555,1.942765416,0.835132706,0.435102316,0.339148184,0.486466587,1.186113362,0.982756551,0.335391431,0.875740798,0.637953421,0.820801869,0.872587147,0.34592903,0.337364235,2.146329828,5.974265364,0.355979846,0.981911018,2.151507005,6.234511811,3.162791947,1.20722589,0.262427267,0.253361397,1.273513231,1.970309776,0.469095741,3.51237577,0.814958323
BT20,GSK690693,Insulin,0,3.413096763,4.614248187,0.714515197,7.127398975,5.52759555,2.850599416,0.867927963,0.209947585,0.632927695,1.006676214,1.040720977,0.976685824,0.392062266,1.2917462,0.191433375,0.864008672,3.027380501,2.308198866,0.938247158,0.408321419,0.324926786,0.42853547,1.305273379,0.984989537,0.272009854,0.896874934,0.573427499,0.783350162,0.898240382,0.274249451,0.337352245,2.499795323,7.669815157,0.332797174,0.897220276,2.893981792,9.1426676,4.124106003,1.287757005,0.215165426,0.21083861,1.372958472,2.67364166,0.406581742,5.162122907,0.86867452
BT20,GSK690693,HGF,0,2.317789676,3.072498835,0.465609918,4.970322992,3.608929425,1.98094117,0.98959211,0.230526292,0.716268992,1.004891261,1.115542096,1.043169694,0.474632215,1.479154956,0.220994589,1.025482836,2.035830949,1.693837044,0.960818566,0.461696233,0.378973269,0.375498302,0.765912856,1.093697134,0.238843606,1.256198641,0.585878389,0.9251751,0.826623979,0.439237198,0.35487707,2.238593537,3.107524443,0.341848485,0.893150706,2.39024945,6.688623132,2.786948054,1.414303293,0.481940256,0.477566313,1.078328482,2.327548148,0.512894975,3.46789235,0.696939491
BT20,GSK690693,HGF,0,2.117967311,3.168004721,0.484933905,4.503109157,3.326325532,2.107114101,0.972134908,0.228557041,0.74480248,0.971693005,1.083388013,1.079834029,0.496945492,1.463579738,0.219176669,1.048480888,2.019354688,1.682954067,0.989623175,0.47452983,0.388077413,0.35828733,0.641580637,1.046522296,0.279311345,1.162962288,0.59952805,0.899243526,0.841027839,0.412286776,0.374086722,2.262053112,2.842711604,0.366326959,0.992142942,2.230430313,6.200656245,2.609560503,1.346160004,0.37279606,0.363845025,1.159245307,2.219708767,0.554410878,3.645963799,0.784024135
BT20,GSK690693,HGF,0,2.293054107,3.081115241,0.383895592,4.973629834,3.724379388,1.862830394,0.94239306,0.255923933,0.699538517,1.018852172,1.168675561,1.086968101,0.505609813,1.553678524,0.227667108,0.929442975,1.996945629,1.751724734,1.04242716,0.435843899,0.375971676,0.448002315,0.78112607,1.197679356,0.300062136,1.125811812,0.589692243,0.821224087,0.802373982,0.47291734,0.347319311,2.252555567,3.442377332,0.369029317,0.968598913,2.43163216,6.47690858,2.992089004,1.474626276,0.427733008,0.463064648,1.076928024,2.351669448,0.53070912,3.467451994,0.841582551
BT20,GSK690693,HGF,0,2.206808454,3.066983413,0.419520467,5.033473766,3.620412153,1.745034341,0.904069642,0.250401354,0.71619465,1.003564011,1.09457933,1.119944947,0.490636348,1.409960195,0.222699109,1.053072298,2.175519707,1.743017958,1.021104189,0.445998019,0.385662844,0.382860102,0.71629555,1.191142321,0.32081345,1.033430841,0.591619615,0.843882922,0.812209543,0.43653099,0.37787401,2.17925407,2.935311565,0.375624062,1.08227622,2.324580609,6.103527352,3.028111435,1.408912607,0.393210656,0.394610726,1.134639103,2.562559071,0.558704023,3.663481513,0.841376479
BT20,GSK690693,HGF,0,2.291478031,3.813401263,0.449053966,4.035876208,3.190991378,1.852652181,0.933192099,0.245786045,0.754549326,1.029797149,1.087080391,1.01202824,0.463690977,1.387836711,0.223874644,0.909071653,1.87970327,1.607434783,0.884618486,0.485214559,0.352370007,0.402684713,1.239291512,0.794248696,0.358729874,0.854227837,0.724641211,0.922225403,0.880207077,0.339327802,0.377714646,2.221087207,4.566388055,0.3437047,0.899684213,1.898675362,5.765606584,2.382547452,1.013594271,0.243675829,0.216605911,1.251857645,1.711141567,0.505321623,4.262590763,0.94073908
BT20,GSK690693,HGF,0,2.385738922,3.813401263,0.465129038,4.620632344,3.581821669,1.831090934,0.90415054,0.244030847,0.763868313,1.057852482,1.144793933,0.872902938,0.469950425,1.341165589,0.238633572,0.887956378,1.904283893,1.669890462,0.858875983,0.435173041,0.342239653,0.454292109,1.235109746,0.757676728,0.380656309,0.806083771,0.649994151,0.916870293,0.876032394,0.287411641,0.366977319,2.260253459,5.781409471,0.353370837,0.939542796,1.868997915,6.02653079,2.493239172,0.966294066,0.202902506,0.175166065,1.326899091,1.710157796,0.497184368,4.879396916,1.008875051
BT20,GSK690693,HGF,0,2.22961999,3.790381278,0.635297523,4.707007971,3.698408248,2.036557204,0.980968657,0.216474011,0.732526184,1.191579735,1.151644247,1.035370624,0.395621208,1.324303201,0.209012554,0.86331277,2.361584885,1.95817547,0.874823902,0.459876325,0.357809187,0.506163221,1.194106362,1.107133443,0.230521627,0.915113151,0.620147576,0.82024637,0.820423065,0.397646866,0.358904972,2.309591077,4.888653002,0.384371503,0.918414605,2.239860727,6.381949032,2.75074606,1.361956823,0.359485673,0.387040175,1.476172863,2.096734757,0.537498204,3.849781543,0.702858198
BT20,GSK690693,HGF,0,2.401221021,3.511593651,0.631143911,5.591415916,4.15821257,2.166718878,0.841044563,0.181462992,0.65054431,1.203813073,1.114826315,0.912087088,0.37454482,1.27810373,0.198766139,0.852281144,2.648853944,2.202561863,1.019295846,0.380254448,0.316082103,0.500845987,1.46687747,1.053429191,0.268288019,0.860122867,0.610985153,0.756813327,0.803833813,0.31565072,0.310295849,2.548993569,6.862306356,0.346768666,0.940269396,2.691803846,6.21955847,3.337183056,1.25915792,0.225162044,0.220323287,1.451203954,2.298280171,0.453274344,4.284320064,0.704665926
BT20,GSK690693,HGF,0,2.439858108,3.582979035,0.552868033,5.331323942,4.163062551,2.096059864,0.943275353,0.206746186,0.755091267,1.142969803,0.999041451,0.915282623,0.452373741,1.39273515,0.220109402,0.89487585,2.237532836,2.011438475,0.799519933,0.443784182,0.327850448,0.496379967,1.42202278,0.890256922,0.241260848,0.851078761,0.58343853,0.877702876,0.827458509,0.35423198,0.324009123,2.48199153,4.189817794,0.354315257,0.909827481,2.244183351,6.197040686,2.952492586,1.331202757,0.258238203,0.266733493,1.297546985,1.900153472,0.484252282,3.546563719,0.692680574
BT20,GSK690693,HGF,0,2.44797551,3.525386194,0.508901222,5.700082889,3.808305181,1.726385477,0.933410298,0.195692324,0.690085658,1.133045594,1.029367467,0.916895443,0.485386501,1.417432534,0.213896096,0.828932128,2.480949964,2.065409452,0.936133908,0.403068795,0.317856089,0.542373662,1.685176421,0.83124491,0.250409257,0.780339163,0.586144361,0.814852281,0.860249285,0.328262489,0.330745647,2.408950159,7.204437673,0.30513313,0.846295015,2.261544128,6.547170652,2.923909047,1.18846532,0.209583205,0.220705089,1.208664432,1.871616593,0.448795064,4.108901424,0.708963783
BT20,GSK690693,HGF,0,2.447462559,3.131843254,0.65542643,5.3350529,4.250415914,1.757579459,0.907535828,0.207989556,0.734745378,1.19655712,1.076753604,0.945546584,0.443307979,1.351579067,0.221116204,0.915144357,2.450795866,2.013003635,0.90501518,0.409276059,0.343502823,0.467507876,1.201277126,1.006013657,0.28590114,0.84736681,0.652732662,0.816159927,0.872132487,0.313149538,0.375294542,2.309129383,4.546798093,0.398841401,0.949569323,2.303834003,6.167959704,3.037675665,1.227475244,0.201800532,0.209197273,1.102382554,1.986992273,0.496165466,3.447878361,0.71590892
BT20,GSK690693,HGF,0,2.138101055,3.148287396,0.700470981,5.920425196,4.680285554,1.729530973,0.839248621,0.195593102,0.704344092,1.290507832,1.195615481,0.892875339,0.456318756,1.379763519,0.212883248,0.868798786,2.575103336,2.246784689,0.914002111,0.443551902,0.328032043,0.691554542,1.868946168,1.012445646,0.301035209,0.786165599,0.622128426,0.73001923,0.896442371,0.284856339,0.334908265,2.331358836,6.263274972,0.38464519,1.016456802,2.516560708,5.654905843,3.523172917,1.314800898,0.176028982,0.177648146,1.136790142,2.11974318,0.474616723,3.379925232,0.761553924
BT20,GSK690693,HGF,0,2.507814551,3.505332919,0.637445858,4.741391466,3.683013467,2.154689665,1.013005551,0.213441816,0.719241599,1.072398802,1.123103254,1.029988524,0.407829844,1.254455833,0.228083758,0.816197985,2.190730453,1.821621812,0.821936769,0.419236158,0.34527152,0.426422436,1.160147296,1.024577141,0.262135087,0.982819992,0.707217204,0.870443269,0.899323093,0.403015218,0.373389422,2.1938207,5.222073091,0.364016464,0.997691857,2.136919996,6.024165717,2.836551142,1.265317283,0.338833773,0.360705305,1.239469549,1.914208113,0.46807864,3.352456585,0.718652194
BT20,GSK690693,HGF,0,2.492618877,3.493909161,0.620738001,4.46387854,3.385617423,1.931710682,0.923064045,0.220632001,0.696506403,1.011789695,1.071910597,1.003429597,0.490098122,1.303207659,0.258924252,0.8561182,2.163843899,1.81050873,0.911035269,0.410230987,0.345884906,0.452687596,1.090795925,0.932525285,0.293865782,0.87886367,0.664896274,0.856428347,0.910067855,0.347868306,0.375844187,2.218418048,4.284688315,0.369275977,0.969713006,2.079632077,5.956800873,2.845943645,1.265822024,0.256712186,0.245663935,1.310322227,1.977665395,0.462523271,3.606853682,0.80033408
BT20,GSK690693,HGF,0,2.48315752,3.623351038,0.679386643,5.379595015,4.08293641,2.17493939,0.938916417,0.225881499,0.704178136,1.104821744,1.074880406,0.970179711,0.430889997,1.291523046,0.232026153,0.862314805,2.195826555,1.942765416,0.835132706,0.435102316,0.339148184,0.486466587,1.186113362,0.982756551,0.335391431,0.875740798,0.637953421,0.820801869,0.872587147,0.34592903,0.337364235,2.146329828,5.974265364,0.355979846,0.981911018,2.151507005,6.234511811,3.162791947,1.20722589,0.262427267,0.253361397,1.273513231,1.970309776,0.469095741,3.51237577,0.814958323
BT20,GSK690693,HGF,0,3.413096763,4.614248187,0.714515197,7.127398975,5.52759555,2.850599416,0.867927963,0.209947585,0.632927695,1.006676214,1.040720977,0.976685824,0.392062266,1.2917462,0.191433375,0.864008672,3.027380501,2.308198866,0.938247158,0.408321419,0.324926786,0.42853547,1.305273379,0.984989537,0.272009854,0.896874934,0.573427499,0.783350162,0.898240382,0.274249451,0.337352245,2.499795323,7.669815157,0.332797174,0.897220276,2.893981792,9.1426676,4.124106003,1.287757005,0.215165426,0.21083861,1.372958472,2.67364166,0.406581742,5.162122907,0.86867452
BT20,GSK690693,EGF,0,2.317789676,3.072498835,0.465609918,4.970322992,3.608929425,1.98094117,0.98959211,0.230526292,0.716268992,1.004891261,1.115542096,1.043169694,0.474632215,1.479154956,0.220994589,1.025482836,2.035830949,1.693837044,0.960818566,0.461696233,0.378973269,0.375498302,0.765912856,1.093697134,0.238843606,1.256198641,0.585878389,0.9251751,0.826623979,0.439237198,0.35487707,2.238593537,3.107524443,0.341848485,0.893150706,2.39024945,6.688623132,2.786948054,1.414303293,0.481940256,0.477566313,1.078328482,2.327548148,0.512894975,3.46789235,0.696939491
BT20,GSK690693,EGF,0,2.117967311,3.168004721,0.484933905,4.503109157,3.326325532,2.107114101,0.972134908,0.228557041,0.74480248,0.971693005,1.083388013,1.079834029,0.496945492,1.463579738,0.219176669,1.048480888,2.019354688,1.682954067,0.989623175,0.47452983,0.388077413,0.35828733,0.641580637,1.046522296,0.279311345,1.162962288,0.59952805,0.899243526,0.841027839,0.412286776,0.374086722,2.262053112,2.842711604,0.366326959,0.992142942,2.230430313,6.200656245,2.609560503,1.346160004,0.37279606,0.363845025,1.159245307,2.219708767,0.554410878,3.645963799,0.784024135
BT20,GSK690693,EGF,0,2.293054107,3.081115241,0.383895592,4.973629834,3.724379388,1.862830394,0.94239306,0.255923933,0.699538517,1.018852172,1.168675561,1.086968101,0.505609813,1.553678524,0.227667108,0.929442975,1.996945629,1.751724734,1.04242716,0.435843899,0.375971676,0.448002315,0.78112607,1.197679356,0.300062136,1.125811812,0.589692243,0.821224087,0.802373982,0.47291734,0.347319311,2.252555567,3.442377332,0.369029317,0.968598913,2.43163216,6.47690858,2.992089004,1.474626276,0.427733008,0.463064648,1.076928024,2.351669448,0.53070912,3.467451994,0.841582551
BT20,GSK690693,EGF,0,2.206808454,3.066983413,0.419520467,5.033473766,3.620412153,1.745034341,0.904069642,0.250401354,0.71619465,1.003564011,1.09457933,1.119944947,0.490636348,1.409960195,0.222699109,1.053072298,2.175519707,1.743017958,1.021104189,0.445998019,0.385662844,0.382860102,0.71629555,1.191142321,0.32081345,1.033430841,0.591619615,0.843882922,0.812209543,0.43653099,0.37787401,2.17925407,2.935311565,0.375624062,1.08227622,2.324580609,6.103527352,3.028111435,1.408912607,0.393210656,0.394610726,1.134639103,2.562559071,0.558704023,3.663481513,0.841376479
BT20,GSK690693,EGF,0,2.291478031,3.813401263,0.449053966,4.035876208,3.190991378,1.852652181,0.933192099,0.245786045,0.754549326,1.029797149,1.087080391,1.01202824,0.463690977,1.387836711,0.223874644,0.909071653,1.87970327,1.607434783,0.884618486,0.485214559,0.352370007,0.402684713,1.239291512,0.794248696,0.358729874,0.854227837,0.724641211,0.922225403,0.880207077,0.339327802,0.377714646,2.221087207,4.566388055,0.3437047,0.899684213,1.898675362,5.765606584,2.382547452,1.013594271,0.243675829,0.216605911,1.251857645,1.711141567,0.505321623,4.262590763,0.94073908
BT20,GSK690693,EGF,0,2.385738922,3.813401263,0.465129038,4.620632344,3.581821669,1.831090934,0.90415054,0.244030847,0.763868313,1.057852482,1.144793933,0.872902938,0.469950425,1.341165589,0.238633572,0.887956378,1.904283893,1.669890462,0.858875983,0.435173041,0.342239653,0.454292109,1.235109746,0.757676728,0.380656309,0.806083771,0.649994151,0.916870293,0.876032394,0.287411641,0.366977319,2.260253459,5.781409471,0.353370837,0.939542796,1.868997915,6.02653079,2.493239172,0.966294066,0.202902506,0.175166065,1.326899091,1.710157796,0.497184368,4.879396916,1.008875051
